track_id,track_name,track_number,disc_number,artist_id,artist_name,album_id,album_name,album_type,release_date,duration_ms,duration_s,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,musicbrainz_mbid,musicbrainz_release_date,musicbrainz_release_country,musicbrainz_label,musicbrainz_artist_type,musicbrainz_gender,musicbrainz_artist_country,musicbrainz_artist_lifespan_begin,musicbrainz_artist_lifespan_end,musicbrainz_tags,musicbrainz_has_label,musicbrainz_num_tags,musicbrainz_has_tags,musicbrainz_is_active,allmusic_song_genre,allmusic_song_style,allmusic_song_mood,allmusic_song_theme,allmusic_composers,allmusic_track_pick,allmusic_album_genre,allmusic_album_style,allmusic_album_mood,allmusic_album_theme,allmusic_album_duration,allmusic_recording_location,allmusic_release_date,allmusic_album_duration_sec
1ukSzmXbpTpcQgyHtqXXiL,Universal Gleam,11,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,2V3WS9tlPYmscBNWHHYu9X,As You Were (Deluxe Edition),album,2017-10-06,247603,247.6,35,False,0.422,0.649,8,-6.812,1,0.0309,0.0745,1.87e-06,0.218,0.313,77.517,4,f3846eff-f467-41cf-be01-8fed686cd344,2017,BH,Warner Music UK,Person,Male,GB,1972-09-21,,rock,True,1,True,True,Unknown,Unknown,Unknown,Unknown,Liam Gallagher,False,Pop/Rock,"British Trad Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Ambitious","Drinking, Guys Night Out, Hanging Out, Partying, Cool & Cocky, Empowerment, Open Road, TGIF",44:43,Unknown,2017-10-06,2683.0
0qdWB1TrrnVBTPsqJ5JL19,When I'm in Need,6,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,2V3WS9tlPYmscBNWHHYu9X,As You Were (Deluxe Edition),album,2017-10-06,258885,258.88,34,False,0.435,0.748,1,-5.118,1,0.031,0.00177,1.81e-05,0.12,0.272,151.99,3,5daf732e-fbf4-4ba3-919b-4fca8f35e146,2017,BH,Warner Music UK,Person,Male,GB,1972-09-21,,rock,True,1,True,True,Unknown,Unknown,Unknown,Unknown,Iain Archer,False,Pop/Rock,"British Trad Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Ambitious","Drinking, Guys Night Out, Hanging Out, Partying, Cool & Cocky, Empowerment, Open Road, TGIF",44:43,Unknown,2017-10-06,2683.0
78I628ipFGe8v3d9dbM4Xv,I Get By,8,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,2V3WS9tlPYmscBNWHHYu9X,As You Were (Deluxe Edition),album,2017-10-06,189737,189.74,32,False,0.383,0.834,6,-3.994,1,0.0388,3.22e-06,0.0202,0.0971,0.779,96.008,3,80a8f754-ab1e-4320-9913-2173af5eee0b,2025-09-26,XW,X5 Music Group,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,Liam Gallagher,False,Pop/Rock,"British Trad Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Ambitious","Drinking, Guys Night Out, Hanging Out, Partying, Cool & Cocky, Empowerment, Open Road, TGIF",44:43,Unknown,2017-10-06,2683.0
34fv3psKQOOwWZBRxoIF4I,Once,3,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,213677,213.68,57,False,0.39,0.646,6,-3.961,1,0.0372,0.0904,0.0,0.114,0.271,120.755,4,d6101afd-f58a-4ed9-a390-f84ba3ae81e6,2019-07-26,DZ,Warner Records,Person,Male,GB,1972-09-21,,britpop;chamber pop;pop rock,True,3,True,True,Unknown,Unknown,Unknown,Unknown,Andrew Wyatt,False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
6qeFKhT0Khb9ySbb5pNYT5,One of Us,2,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,205048,205.05,53,False,0.476,0.934,5,-3.739,0,0.0383,0.00957,1.57e-05,0.0871,0.6,88.013,4,66c2ab1c-a965-4f3c-97a3-433c076b65e4,2019-08-16,XE,Warner Records,Person,Male,GB,1972-09-21,,britpop;gospel;neo-psychedelia,True,3,True,True,Unknown,Unknown,Unknown,Unknown,"Damon McMahon, Andrew Wyatt",True,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
4QSxcUAwEx5sFitOKZfQDN,Now That I've Found You,4,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,200911,200.91,45,False,0.461,0.892,0,-3.38,1,0.0397,0.000162,6.73e-05,0.126,0.573,129.999,4,c71d1f73-7e70-4c8a-a49e-a5456dc87510,2019-09-21,GB,Unknown,Person,Male,GB,1972-09-21,,Unknown,False,0,False,True,Unknown,Unknown,Unknown,Unknown,Simon Aldred,False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
2EZvArENO4nZq7Re0zhEAA,Why Me? Why Not.,6,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,218728,218.73,44,False,0.308,0.742,9,-3.61,0,0.0401,0.00762,2.99e-06,0.0938,0.483,169.767,4,1ce67933-8f4a-4388-981a-7a29300032d6,2022-05-27,XW,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,Simon Aldred,True,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
5DJctS0yiHX7agIGnfgnu1,Shockwave,1,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,211192,211.19,42,False,0.434,0.891,2,-3.238,0,0.0439,7.56e-06,0.0,0.257,0.39,123.958,4,3a16b2ec-3543-41f3-b2e9-7d0bd5fce03c,2019,Unknown,VISIONS,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Pop/Rock,"British Trad Rock, Britpop, Hard Rock",Unknown,Unknown,"Greg Kurstin, Andrew Wyatt",True,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
21rBVSwu6bc1zwSd6J8Xo4,Be Still,7,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,179616,179.62,37,False,0.437,0.873,4,-3.109,1,0.0384,4.55e-05,0.0,0.313,0.462,121.908,4,269685ba-4765-4689-8e4d-d8a97712b02d,2019-09-20,XE,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Greg Kurstin, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
4MmiBCpdYhJvVU5EjNEnst,The River,10,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,209119,209.12,36,False,0.433,0.888,5,-2.426,1,0.0447,1.91e-05,7.65e-05,0.36,0.288,117.925,4,5dbe4dd5-9ea1-4cbb-98e7-5d9623ac7351,,Unknown,Unknown,Person,Male,GB,1972-09-21,,Unknown,False,0,False,True,Unknown,Unknown,Unknown,Unknown,Andrew Wyatt,False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
2Byoha5i4PuzTstLLr8Mq1,Halo,5,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,238642,238.64,34,False,0.469,0.953,0,-2.888,1,0.038,7.21e-05,0.00114,0.454,0.429,136.041,4,72964c8e-6ecb-46db-9cc4-d3b7293631f0,2022-05-27,XW,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Greg Kurstin, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
0TE8iJF4CGawEWiS1bahCP,Alright Now,8,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,227855,227.86,34,False,0.432,0.77,7,-4.285,1,0.0464,0.00481,6.56e-06,0.0441,0.493,160.032,4,393f9c4c-fa49-499f-8daf-aaee2bab1380,2019-09-20,XE,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Damon McMahon, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
2BgLA9knCmBHipRH1tBk9S,Gone,11,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,225738,225.74,32,False,0.392,0.872,2,-3.626,1,0.0456,0.00116,0.00782,0.302,0.492,107.022,3,78bdbb75-f63e-497c-a574-dc6b5c9bb544,2019-09-20,XE,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Michael Oliver, Andrew Wyatt, Adam Noble, Alex Pasco, Alistair Blayden, Andy Wood, Brandon Bost, Briana Lee, Caroline Dearnley, Charissa Nielsen, Charlie Brown, Chris Clad, Chris Elliott, Chris Laurence, Christian Madden, Christopher Tombling, Damon McMahon, Dan Ellis, Dan McDougall, Daniel Bhattacharya, Dave Daniels, Emlyn Singleton, Fiona Brice, Frances Grime, Gaby Lester, Gene Gallagher, Geoffrey Alexander, Greg Kurstin, Ian Humphries, Jacob Munk, James Boyd, Jamie Hutchinson, Janice Graham, Julian Burg, Kate Musker, Katie Burke, Kirsty Mangan, Lewis Jones, Lizzie Ball, Lucy Morgan, Marianne Haynes, Mark ""Spike"" Stent, Mark Diamond, Martin Williams, Michael Freeman, Mike Moore, Nick Barr, Nick Zinner, Parker Kindred, Paul Spong, Paul Willey, Perry Montague-Mason, Peter Hanson, Rachael Lander, Randy Merrill, Reiad Chibah, Richard Craker, Richard Welland, Ryan Quigley, Simon Aldred, Tom Beard, Tom Elmhirst, Toni Scruggs, Vicky Matthews, Virginia Slater, Warren Zielinski, Will Purton",True,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
28nIJLAEZLfr5M3OblsKvN,Meadow,9,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,6iInyjotj1rYpx3vbX0MxX,Why Me? Why Not. (Deluxe Edition),album,2019-09-20,245784,245.78,29,False,0.293,0.816,2,-5.42,1,0.0391,0.0024,0.311,0.255,0.153,166.114,4,9bab3951-1036-459e-bab0-ab2dfe9fbaaa,2019-09-20,XE,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Greg Kurstin, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Britpop, Alternative Pop/Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",39:30,"Abbey Road, Studio 2",2019-09-20,2370.0
0HzZB3Z6gIk3VOlS5WjT49,Everything's Electric,7,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,216860,216.86,49,False,0.409,0.969,1,-2.423,0,0.0706,0.00435,0.000124,0.0602,0.5,166.02,4,5205f773-97d5-4190-9b86-c680a6e2c6d0,2023-08-11,XW,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Dave Grohl, Friedrich Kunath, Greg Kurstin",True,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
6cWSuPDQT56oPVqWSsNSee,Diamond In The Dark,2,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,204544,204.54,46,False,0.578,0.801,6,-4.801,0,0.062,0.0227,0.0,0.196,0.396,93.048,4,2eae265f-7c62-48fe-b8bf-61749563d484,2022-05-26,GB,Unknown,Person,Male,GB,1972-09-21,,Unknown,False,0,False,True,Unknown,Unknown,Unknown,Unknown,"Michael Tighe, Andrew Wyatt",True,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
4atldZjadpvPFKueZtldB7,Too Good For Giving Up,5,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,243350,243.35,39,False,0.533,0.551,1,-3.627,1,0.0307,0.0953,0.0,0.096,0.261,122.952,4,d9a4ac61-f154-4d5e-a3d1-e4cc327f546e,2022-05-27,GB,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,Simon Aldred,False,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
024E9hWCSo77SRWKzNOyV1,More Power,1,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,263396,263.4,37,False,0.351,0.477,6,-5.145,1,0.0298,0.515,1.73e-05,0.109,0.129,78.017,4,70b37722-a94f-4346-b6e3-df1dba5f221f,2022-05-27,GB,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,Andrew Wyatt,False,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
5uhYRnjYFjNBXzFL2dp9gu,C’mon You Know,4,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,307864,307.86,37,False,0.269,0.818,6,-4.415,1,0.0355,0.00152,0.00856,0.142,0.0905,104.951,4,cad427a2-abce-4405-a5ff-d3c1a8ddb9ca,2022-04-01,GB,Unknown,Person,Male,GB,1972-09-21,,Unknown,False,0,False,True,Unknown,Unknown,Unknown,Unknown,Liam Gallagher,True,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
44u3oKlSBPfDdZ6TFG4DiV,Better Days,11,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,259765,259.76,36,False,0.417,0.88,1,-4.662,1,0.0659,0.000337,4.31e-06,0.175,0.383,127.905,4,b84ef09a-33b9-4fc9-8eaf-2bec91557c9b,2022-04-29,GB,Warner Records UK,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Tove Lo, Michael Tighe, Gustav Weber Vernet, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
2AnzWLuXyVd8KboTWZbgvP,Don’t Go Halfway,3,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,201584,201.58,30,False,0.305,0.918,9,-3.107,1,0.072,0.00175,0.0,0.135,0.204,119.932,5,6aeedb08-721f-4ef4-8ad0-f49b3f3ed248,2022-05-27,GB,Warner Music UK,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,"Dan McDougall, Mike Moore, Andrew Wyatt",False,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
5u6TVPNF9v5AB1X5ZYDehh,World’s In Need,8,1,6sN51vEARnAAdBw1IKZ8Q9,Liam Gallagher,7IpAa9HvutfL3LsDsgluqY,C’MON YOU KNOW (Deluxe Edition),album,2022-05-27,216567,216.57,28,False,0.506,0.792,6,-4.809,1,0.037,0.0217,8.04e-05,0.138,0.552,92.464,4,7646b6f9-29f4-48a9-8ecd-ed788826c770,2022-05-27,GB,Warner Records,Person,Male,GB,1972-09-21,,Unknown,True,0,False,True,Unknown,Unknown,Unknown,Unknown,Liam Gallagher,False,Pop/Rock,"British Trad Rock, Contemporary Pop/Rock, Hard Rock, Alternative/Indie Rock Listen on Spotify","Bravado, Cynical/Sarcastic, Stately, Swaggering, Confident, Irreverent, Plaintive, Wry, Acerbic, Bittersweet, Boisterous, Brash, Brassy, Earnest, Lively, Poignant, Reckless, Rousing, Rowdy, Snide, Energetic, Freewheeling, Reflective, Wistful, Earthy, Sophisticated, Ambitious","Hanging Out, Cool & Cocky, Good Times, Guys Night Out, Drinking, Partying, Comfort, Open Road, TGIF, Empowerment",51:56,Unknown,2022-05-27,3116.0
